"titulo","titulo_fonte","genero","genero_fonte","diretor","diretor_fonte","dataLancamento","dataLancamento_fonte","nota","nota_fonte","atores","atores_fonte","distribuidora","distribuidora_fonte","captado","captado_fonte","maximo_numero_de_salas","maximo_numero_de_salas_fonte","bilheteria","bilheteria_fonte","publico","publico_fonte","classificacao_indicativa","classificacao_indicativa_fonte","titulo_filme_anterior","publico_filme_anterior","fonte_publico_filme_anterior","nome_programaTv","pontos_ibobeSP_Ano_do_lancamento","fonte_pontos_ibobeSP_Ano_do_lancamento","relancamento","temFilmeAnterior","filmeBaseadoSerieTV"
"construcao","filmeB","Documentário","ministerioDaJustica","carolina sa","ministerioDaJustica",2012-11-23,"filmeB","4","adorocinema -- critica","documentario",NA,"spectateur","ministerioDaJustica",214775.997248206,"ancine",6,"ancine",11326.4162520815,"ancine",1002,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"contos de lígia e morte","ancine","Drama","imdb","del rangel","ancine",1999-02-12,"folha","2","imdb","gianfrancesco guarnieri / nathalia timberg / tarcisio filho / andrea pozzi / celso frateschi / vivianne pasmanter / luis guilherme","folha","lumiere","ancine",NA,NA,2,"ancine",8462.80474053112,"ancine",649,"ancine",NA,NA,NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"contos gauchescos","ancine","Drama","ministerioDaJustica","henrique de freitas lima","ministerioDaJustica",2011-09-15,"imdb","2","imdb","leonardo machado / juliana thomaz / roberto brindelli / evandro soldatelli","ministerioDaJustica","sesc_rs","imdb",NA,NA,6,"ancine",9746.45489135882,"ancine",970,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"contratempo","filmeB","Documentário","ministerioDaJustica","malu mader / mini kerti","ministerioDaJustica",2009-02-13,"filmeB","2","imdb","documentario",NA,"videofilmes","ministerioDaJustica",137918.416966053,"ancine",6,"ancine",14568.2890049402,"ancine",2228,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"contra todos","filmeB","Drama","ministerioDaJustica","roberto moreira","ministerioDaJustica",2004-12-19,"adorocinema","3","imdb","ailton graca / leona cavalli / giulio lopes","ministerioDaJustica","warner_bros","ministerioDaJustica",2453960.5439533,"ancine",6,"filmeB",301004.217940315,"ancine",25380,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"copacabana","ancine","Comédia","ministerioDaJustica","carla camurati","ministerioDaJustica",2001-07-06,"adorocinema","3","imdb","marco nanini / laura cardoso / walderez de barros / myriam pires","ministerioDaJustica","elimar","ministerioDaJustica",4937935.94481718,"ancine",13,"ancine",3132086.11271128,"ancine",234014,"ancine","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"coracao do samba","filmeB","Documentário","ministerioDaJustica","thereza jessouroun","ministerioDaJustica",2012-02-10,"filmeB","3","adorocinema -- critica","documentario",NA,"kinofilmes","ministerioDaJustica",NA,"ancine",1,"ancine",3557.01602241675,"ancine",107,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"coração iluminado","ancine","Drama","ministerioDaJustica","hector babenco","ministerioDaJustica",1998-11-13,"adorocinema","3","imdb","miguel angel sola / maria luisa mendonca / xuxa lopes","ministerioDaJustica","columbia","ancine",24146888.6092502,"ancine",19,"ancine",243564.333305449,"ancine",17850,"ancine","18","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"coracao vagabundo","filmeB","Documentário","ministerioDaJustica","fernando grostein andrade","ministerioDaJustica",2009-07-24,"filmeB","4","imdb","documentario",NA,"paramount","ministerioDaJustica",583799.682532198,"ancine",10,"filmeB",243825.094721718,"ancine",19496,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"coracoes sujos","filmeB","Drama","ministerioDaJustica","vicente amorim","ministerioDaJustica",2012-08-17,"filmeB","3","imdb","eduardo moscovis / tsuyoshi ihara","ministerioDaJustica","downtown","ministerioDaJustica",8000765.37314675,"ancine",35,"filmeB",493247.773578533,"ancine",42284,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"corisco e dadá","ancine","Drama","ministerioDaJustica","rosemberg cariry","ministerioDaJustica",1997-05-21,"folha","4","imdb","chico diaz / dira paes / antonio leite / regina dourado / chico chaves","ministerioDaJustica","programadora","ministerioDaJustica",664449.547444733,"ancine",NA,NA,162873.910605314,"ancine",13525,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"corpo","filmeB","Drama / Terror","imdb","rubens rewald / rossana foglia","ministerioDaJustica",2008-05-30,"filmeB","3","imdb","rejane arruda / regiane alves","ministerioDaJustica","providence","ministerioDaJustica",942790.823074039,"ancine",4,"filmeB",46475.8930416687,"ancine",5428,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"corpo do rio","filmeB","Documentário","ministerioDaJustica","izabel jaguaribe / olivia guimaraes","ministerioDaJustica",2009-10-16,"filmeB","3","folha","documentario",NA,"pequena_central_de","ministerioDaJustica",771975.152054541,"ancine",2,"ancine",2677.0652663119,"ancine",376,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"corpos celestes","filmeB","Drama","ministerioDaJustica","marcos jorge / fernando severo","ministerioDaJustica",2011-03-11,"filmeB","3","imdb","dalton vigh / carolina holanda","ministerioDaJustica","citzencrane","ministerioDaJustica",1644463.74894586,"ancine",3,"filmeB",20710.4704235812,"ancine",2216,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cortina de fumaca","filmeB","Documentário","imdb","rodrigo mac niven","ancine",2011-09-02,"filmeB","4","imdb","documentario",NA,"distribuicao_propria","filmeB",NA,NA,2,"ancine",1995.12377497747,"ancine",251,"ancine","18","livreopiniao.com/",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"corumbiara","filmeB","Documentário","ministerioDaJustica","vicent carelli","ministerioDaJustica",2011-07-15,"filmeB","4","folha","documentario",NA,"panda","ministerioDaJustica",NA,NA,1,"ancine",1696.47149328992,"ancine",280,"ancine","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"crede-mi","ancine","Ação","cineclick","bia lessa","ancine",1997-01-06,"folha",NA,NA,"amadores","filmow","riofilme","ancine",NA,NA,1,"ancine",29625.5361848748,"ancine",2134,"ancine",NA,NA,NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"crime delicado","filmeB","Drama","ministerioDaJustica","beto brant","ministerioDaJustica",2006-01-27,"imdb","3","imdb","marco ricca / lilian taublib / maria manoella","ministerioDaJustica","drama","ministerioDaJustica",3071548.37291376,"ancine",4,"filmeB",273069.995467607,"ancine",21891,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cristina quer casar","filmeB","Comédia","ministerioDaJustica","paulo villaca","ministerioDaJustica",2003-02-28,"imdb","3","imdb","denise fraga / marco ricca / fabio assuncao / rogerio cardoso","ministerioDaJustica","fox","ministerioDaJustica",4506106.36418517,"ancine",43,"filmeB",1398046.04706081,"ancine",113208,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"critico","filmeB","Documentário","imdb","kleber mendonca filho","ancine",2010-02-23,"filmeB","3","imdb","documentario",NA,"distribuicao_propria","filmeB",NA,NA,4,"ancine",2686.67301993676,"ancine",316,"ancine","12","tvcultura.cmais",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"cronicamente inviável","ancine","Drama","ministerioDaJustica","sergio bianchi","ministerioDaJustica",2000-05-10,"folha","4","imdb","cecil thire / betty gofman / daniel dantas","ministerioDaJustica","riofilme","ministerioDaJustica",2858293.60930175,"ancine",6,"ancine",896060.214836047,"ancine",69443,"ancine","18","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"cruz e sousa - o poeta do desterro","ancine","Drama","ministerioDaJustica","sylvio back","ministerioDaJustica",2000-05-12,"folha","3","imdb","kadu carneiro / maria ceica / lea garcia / danielle ornelas / jaqueline valdi","ministerioDaJustica","riofilme","ministerioDaJustica",NA,NA,2,"ancine",36739.0207226447,"ancine",3608,"ancine","18","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"curitiba zero grau","filmeB","Drama","ministerioDaJustica","eloi pires ferreira","ministerioDaJustica",2012-08-17,"filmeB","3","imdb","jackson antunes / lori santos / edson rocha / diego kozievitch","ministerioDaJustica","camarada","ministerioDaJustica",485418.121092846,"ancine",8,"filmeB",51405.7899320048,"ancine",18360,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"dawson ilha 10","filmeB","Documentário","ministerioDaJustica","miguel littin","ministerioDaJustica",2011-11-25,"filmeB","3","imdb","documentario",NA,"imagem","ministerioDaJustica",792685.407975861,"ancine",13,"filmeB",36148.3457246012,"ancine",2879,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"de passagem","filmeB","Drama","ministerioDaJustica","ricardo elias","ministerioDaJustica",2004-04-30,"folha","4","imdb","silvio guindane / fabio nepo / paulo igor","ministerioDaJustica","imagem","ministerioDaJustica",1261366.97378495,"ancine",21,"filmeB",127081.00034808,"ancine",11419,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"de pernas pro ar","filmeB","Comédia","ministerioDaJustica","roberto santucci","ministerioDaJustica",2010-12-31,"filmeB","3","imdb","ingrid guimaraes / maria paula","ministerioDaJustica","downtown","ministerioDaJustica",5708153.37509941,"ancine",345,"filmeB",37282815.3746227,"ancine",3563723,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"de pernas pro ar 2","filmeB","Comédia","ministerioDaJustica","roberto santucci","ministerioDaJustica",2012-12-28,"filmeB","3","imdb","ingrid guimaraes / maria paula / eriberto leao","ministerioDaJustica","downtown","ministerioDaJustica",3020954.63326254,"ancine",718,"ancine",53706877.7163763,"ancine",4846259,"ancine","12","ministerioDaJustica","de pernas pro ar",3563723,"filmeB",NA,0,NA,FALSE,TRUE,FALSE
"depois daquele baile","filmeB","Comédia","ministerioDaJustica","roberto bomtempo","ministerioDaJustica",2006-03-24,"adorocinema","4","imdb","lima duarte / irene ravache / marcos caruso","ministerioDaJustica","movimento_carioca","ministerioDaJustica",2022437.50278454,"ancine",22,"filmeB",369187.365257106,"ancine",28869,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"depois de ontem, antes de amanha","filmeB","Documentário","ministerioDaJustica","christine jenfan liu","ministerioDaJustica",2010-04-23,"filmeB",NA,NA,"documentario",NA,"vega","ministerioDaJustica",NA,NA,1,"ancine",1124.84757214034,"ancine",90,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"desaparecidos","filmeB","Suspense / Terror","ministerioDaJustica","david schurmann","ministerioDaJustica",2011-12-09,"filmeB","1","imdb","natalia vidal / pedro urizzi / charnele chagas / andre madrini","ministerioDaJustica","schurmann","ministerioDaJustica",NA,NA,21,"ancine",114062.984842739,"ancine",9687,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"desassossego","filmeB","Aventura","ministerioDaJustica","felipe braganca","ministerioDaJustica",2011-09-16,"filmeB","3","imdb","marcio vito / flora dias","ministerioDaJustica","vitrine","ministerioDaJustica",NA,NA,5,"ancine",1748.11280590273,"ancine",372,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"desenrola","filmeB","Comédia","ministerioDaJustica","rosane svartman","ministerioDaJustica",2011-01-14,"filmeB","3","imdb","marcello novaes / leticia spiller / kayky brito","ministerioDaJustica","downtown","ministerioDaJustica",4347361.0117087,"ancine",123,"filmeB",3192073.70528843,"ancine",332757,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"deserto feliz","filmeB","Drama","ministerioDaJustica","pualoa caldas","ministerioDaJustica",2008-11-28,"filmeB","3","imdb","nash laila / joao miguel","ministerioDaJustica","estacao","ministerioDaJustica",1882198.03011997,"ancine",6,"filmeB",75298.9383018722,"ancine",12240,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"desmundo","filmeB","Drama / Épico","ministerioDaJustica","alain fresnot","ministerioDaJustica",2003-05-30,"imdb","4","imdb","simone spaladore / osmar prado / caco ciocler / berta zemel / beatriz segall","ministerioDaJustica","columbia","ministerioDaJustica",7535447.29880637,"ancine",41,"filmeB",1220995.5237425,"ancine",98514,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"deus e brasileiro","filmeB","Comédia","ministerioDaJustica","carlos diegues","ministerioDaJustica",2003-01-31,"adorocinema","3","imdb","antonio fagundes / paloma duarte / wagner moura / hugo caravana","ministerioDaJustica","columbia","ministerioDaJustica",10285949.8698617,"ancine",150,"filmeB",19931134.3673404,"ancine",1631259,"filmeB","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"devocao","filmeB","Documentário","ministerioDaJustica","julia moraes","ministerioDaJustica",2008-08-08,"filmeB","3","epipoca","documentario",NA,"j_sanz","ministerioDaJustica",804326.357726131,"ancine",2,"filmeB",24991.7604784805,"ancine",2608,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"dia de festa","filmeB","Documentário","ministerioDaJustica","toni venturi","ancine",2006-04-29,"folha",NA,NA,"documentario",NA,"providence","ministerioDaJustica",148353.514305839,"ancine",1,"filmeB",14798.2630520075,"ancine",1620,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"dia de preto","filmeB","Aventura","ministerioDaJustica","marcial renato / daniel mattos / marcos felipe","ministerioDaJustica",2012-11-23,"filmeB","2","imdb","marcelo batista / vanessa galvao / paulo abreu / guilherme almeida","ministerioDaJustica","maxie_demian_epp","ministerioDaJustica",NA,NA,6,"ancine",2163.86817227567,"ancine",153,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"diario de uma busca","filmeB","Documentário","ministerioDaJustica","flavia castro","ministerioDaJustica",2011-08-02,"filmeB","4","imdb","documentario",NA,"videofilmes","ministerioDaJustica",630862.380898456,"ancine",6,"ancine",39086.1853642221,"ancine",3765,"filmeB","10","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"diario de um novo mundo","filmeB","Drama","ministerioDaJustica","paulo nascimento","ministerioDaJustica",2005-09-16,"folha","4","imdb","edson celulari / daniela escobar / rogerio samora / jean pierre noher","ministerioDaJustica","providence","ministerioDaJustica",1208755.56690013,"ancine",7,"filmeB",104108.352897156,"ancine",12685,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"dias de nietzsche em turim","filmeB","Drama","ministerioDaJustica","julio bressane","ministerioDaJustica",2002-04-12,"folha","3","imdb","fernando eiras / paulo jose / tina novelli / leandra leal","ministerioDaJustica","europa","ministerioDaJustica",NA,NA,2,"filmeB",178353.779662136,"ancine",13186,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"dias e noites","filmeB","Drama","ministerioDaJustica","beto souza","ministerioDaJustica",2008-10-31,"filmeB","2","imdb","naura schneider / jose de abreu / antonio calloni","ministerioDaJustica","playarte","ministerioDaJustica",1795853.37833951,"ancine",27,"filmeB",63374.908720299,"ancine",5818,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"didi - o cacador de tesouros","filmeB","Comédia / Infantil","ministerioDaJustica","marcus figueiredo","ministerioDaJustica",2006-01-06,"imdb","1","imdb","renato aragao / eduardo galvao / mussunzinho / graziela massafera","ministerioDaJustica","columbia","ministerioDaJustica",4666697.75188784,"ancine",190,"filmeB",9360188.14575356,"ancine",1024732,"filmeB","0","ministerioDaJustica",NA,0,NA,"turma do didi",13,"sp-godoy.zip.net",FALSE,FALSE,TRUE
"didi - o cupido trapalhao","filmeB","Suspense","ministerioDaJustica","paulo aragao / alexandre boury","ministerioDaJustica",2003-04-27,"imdb","1","imdb","renato aragao / daniel / jacqueline petrovic / tadeu mello / kleber bambam","ministerioDaJustica","columbia","ministerioDaJustica",5827804.15735507,"ancine",135,"filmeB",15985208.6529078,"ancine",1758579,"filmeB","0","ministerioDaJustica",NA,0,NA,"turma do didi",15,"istoe",FALSE,FALSE,TRUE
"didi quer ser crianca","filmeB","Comédia","ministerioDaJustica","alexandre boury / reynaldo boury","ministerioDaJustica",2004-07-09,"folha","1","imdb","renato aragao / fernanda lima / daniela cicarelli","ministerioDaJustica","columbia","ministerioDaJustica",5794585.26242881,"ancine",97,"filmeB",9233698.69704561,"ancine",982175,"filmeB","0","ministerioDaJustica",NA,0,NA,"turma do didi",20,"an.com.br",FALSE,FALSE,TRUE
"dino cazzola: uma filmografia","filmeB","Documentário","ministerioDaJustica","andrea prates / cleisson vidal","ministerioDaJustica",2012-11-30,"filmeB","3","adorocinema -- critica","documentario",NA,"terra_firme","ministerioDaJustica",673322.751373126,"ancine",3,"ancine",6202.73080052819,"ancine",497,"filmeB","0","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"disparos","filmeB","Ação / Crime / Terror","imdb","juliana reis","ministerioDaJustica",2012-11-23,"filmeB","3","imdb","gustavo machado / caco ciocler / julio adriao / dedina bernardelli","cartaz","h2o_films / escrevendo","ministerioDaJustica",1414115.97549899,"ancine",10,"filmeB",51483.1059351783,"ancine",4306,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"diva","filmeB","Comédia / Documentário","ministerioDaJustica","jose alvarenga jr.","ministerioDaJustica",2009-04-17,"filmeB","3","imdb","documentario",NA,"total / downtown / europa","ministerioDaJustica",5829916.72994926,"ancine",120,"filmeB",21492974.2314705,"ancine",1847449,"filmeB","14","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"doce brasil holandês","ancine","Documentário","mschmiedt","monica schmiedt","ancine",2010-04-12,"folha","4","filmow","documentario",NA,"m_schmiedt","ancine",849767.832719896,"ancine",1,"ancine",12701.6103052367,"ancine",2115,"ancine","0","tvcultura.cmais",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"doce de coco","filmeB","Drama","ministerioDaJustica","penna filho","ministerioDaJustica",2009-09-18,"filmeB","1","cineclick","helio cicero / antonella batista","ministerioDaJustica","providence","ministerioDaJustica",128090.225439191,"ancine",1,"ancine",5373.38495717406,"ancine",1017,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"doces poderes","ancine","Drama","ministerioDaJustica","lucia murat","ministerioDaJustica",1996-10-05,"adorocinema","2","imdb","marisa orth / antonio fagundes / tuca andrade / otavio augusto","ministerioDaJustica","taiga","ministerioDaJustica",233145.709332405,"ancine",NA,NA,169766.293203208,"ancine",13809,"ancine","16","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
"do comeco ao fim","filmeB","Drama","ministerioDaJustica","aluizio abranches","ministerioDaJustica",2009-11-27,"filmeB","3","imdb","julia lemmertz / fabio assuncao","ministerioDaJustica","downtown","ministerioDaJustica",2789542.70505243,"ancine",9,"filmeB",988068.587091479,"ancine",89258,"filmeB","18","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"2coelhos","filmeB","Ação","ministerioDaJustica","afonso poyart","ministerioDaJustica",2012-01-20,"filmeB","4","imdb","fernando alves pinto / alessandra negrini","ministerioDaJustica","imagem","ministerioDaJustica",NA,"ancine",225,"filmeB",3716419.97278269,"ancine",343129,"filmeB","16","ministerioDaJustica",NA,0,NA,NA,0,NA,FALSE,FALSE,FALSE
"dois córregos","ancine","Drama","ministerioDaJustica","carlos reichenbach","ministerioDaJustica",1999-08-27,"folha","4","imdb","carlos alberto riccelli / beth goulart / ingra liberato","ministerioDaJustica","riofilme","ministerioDaJustica",4569284.01559532,"ancine",13,"ancine",472339.512637538,"ancine",38017,"ancine","12","ministerioDaJustica",NA,0,NA,NA,0,NA,TRUE,FALSE,FALSE
